Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Theft, , "(2, Cov A, 46544) = 0.955"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Theft, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Theft, , "(46544, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Theft, , "(2, Poultry, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Theft, , "(2, <<774,774>>, Cov A) = 0.843"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Theft, , "(2, 8, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Theft, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Theft, , "(2, Cov A, Frame-Vinyl) = 0.97"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Theft, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Theft, , "(2, false, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Theft, , "(2, false, 1, <<2017,2017>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Theft, , "(2, Cov A, 1, null, <<0,0>>, true, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Theft, , "(2, null, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Theft, , "(2, Cov A, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Theft, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Theft, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.311
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Theft, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Theft, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Theft, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Theft, , "(2, false, Cov A, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Theft, , "(2, Cov A, 2.5, <<50000,50000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Theft, , "(2, false, Cov A, 2.5, <<50000,50000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Theft, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, BaseRate, , , , , , , , , 36.7843000, ←, , CostData.BaseRate, , 36.7843
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Theft, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 36.7843, ←, , CostData.BaseRate, , 36.7843
, TermAmount, , , , , , , , , 36.78, ←, , CostData.BaseRate, , 36.7843
, , CONTINUE, , , , , , , , , R, , .01, , 36.78
Coverage C - Personal Property - Hail, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Hail (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Hail, , "(2, <<1,1>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Hail, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Hail, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Hail, , "(2, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Hail, , "(2, false) = 1"
, PolicySizeFactor, , , , , , , , , 1.3490000000, ←, , table:PolicySizeRelativity.Hail, , "(2, 50000.0000, Cov A) = 1.349"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hail, , "(2, null, <<20,20>>, <<2,2>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Hail, , "(2, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 4.432316529634230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Hail, , "(2, Cov A) = 4.38"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Hail, , "(2, Cov A, 46544) = 0.685"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Hail, , "(46544, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Hail, , "(2, Poultry, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Hail, , "(2, <<774,774>>, Cov A) = 0.986"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Hail, , "(2, 8, Cov A) = 1.145"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hail, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Hail, , "(2, Cov A, Frame-Vinyl) = 0.97"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Hail, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Hail, , "(2, false, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Hail, , "(2, false, 1, <<2017,2017>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Hail, , "(2, Cov A, 1, null, <<0,0>>, true, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Hail, , "(2, null, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hail, , "(2, Cov A, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hail, , "(2, null, <<20,20>>, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hail, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Hail, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.349
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hail, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hail, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Hail, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Hail, , "(2, false, Cov A, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hail, , "(2, Cov A, 2.5, <<50000,50000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hail, , "(2, false, Cov A, 2.5, <<50000,50000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Hail, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 4.4323000, ←, , CostData.BaseRate, , 4.4323
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hail, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 4.4323, ←, , CostData.BaseRate, , 4.4323
, TermAmount, , , , , , , , , 4.43, ←, , CostData.BaseRate, , 4.4323
, , CONTINUE, , , , , , , , , R, , .01, , 4.43
Coverage C - Personal Property - Other, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Other (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(2, <<1,1>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Other, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Other, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Other, , "(2, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Other, , "(2, false) = 1"
, PolicySizeFactor, , , , , , , , , 1.4030000000, ←, , table:PolicySizeRelativity.Other, , "(2, 50000.0000, Cov A) = 1.403"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(2, null, <<20,20>>, <<2,2>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Other, , "(2, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 23.777827617414500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(2, Cov A) = 16.87"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Other, , "(2, Cov A, 46544) = 1.165"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Other, , "(46544, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Other, , "(2, Poultry, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Other, , "(2, <<774,774>>, Cov A) = 0.889"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Other, , "(2, 8, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Other, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Other, , "(2, Cov A, Frame-Vinyl) = 0.97"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Other, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Other, , "(2, false, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Other, , "(2, false, 1, <<2017,2017>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Other, , "(2, Cov A, 1, null, <<0,0>>, true, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Other, , "(2, null, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Other, , "(2, Cov A, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(2, null, <<20,20>>, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Other, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.403
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Other, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Other, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Other, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Other, , "(2, false, Cov A, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Other, , "(2, Cov A, 2.5, <<50000,50000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Other, , "(2, false, Cov A, 2.5, <<50000,50000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Other, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 23.7778000, ←, , CostData.BaseRate, , 23.7778
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Other, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 23.7778, ←, , CostData.BaseRate, , 23.7778
, TermAmount, , , , , , , , , 23.78, ←, , CostData.BaseRate, , 23.7778
, , CONTINUE, , , , , , , , , R, , .01, , 23.78
Earthquake Coverage, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, dwelling_erthquake (1), , , , , , , , , , , , , , 
, CovAFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CovBFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CovCFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CovDFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CovALimit, , , , , , , , , 0.0, ←, , 0, , 0
, Limit, , , , , , , , , 50000.0000, ←, (, RatingInfo.EnteredCovCLimit, , 50000
, , CONTINUE, , , , , , , , , −, (, CovALimit, , 0
, , CONTINUE, , , , , , , , , ×, , 0.7, )), 0.7
, Limit, , , , , , , , , 50.0000, ←, , "max(0, Limit)", , "max(0, 50000) = 50000"
, , CONTINUE, , , , , , , , , ÷, , 1000, , 1000
, CovCFactor, , , , , , , , , 15.7500000000000000000000000000000, ←, , table:EQ_IncrLim, , "(46544, FRMPersonalPropertyCovC, Frame-Vinyl) = 0.5"
, , CONTINUE, , , , , , , , , ×, , table:EQ_Ded, , "(25, Frame-Vinyl) = 0.63"
, , CONTINUE, , , , , , , , , ×, , Limit, , 50
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
, CovDFactor, , , , , , , , , 3.3075000000000000000000000000000, ←, , table:EQ_IncrLim, , "(46544, z7jjmkjviv2dicv9t4i6gtr5vf8, Frame-Vinyl) = 0.35"
, , CONTINUE, , , , , , , , , ×, (, RatingInfo.EnteredCovDLimit, , 15000
, , CONTINUE, , , , , , , , , −, (, CovALimit, , 0
, , CONTINUE, , , , , , , , , ×, , 0.2, )), 0.2
, , CONTINUE, , , , , , , , , ÷, , 1000, , 1000
, , CONTINUE, , , , , , , , , ×, , table:EQ_Ded, , "(25, Frame-Vinyl) = 0.63"
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
, BaseRate, , , , , , , , , 19.0575000000000000000000000000000, ←, , CovAFactor, , 0
, , CONTINUE, , , , , , , , , +, , CovBFactor, , 0
, , CONTINUE, , , , , , , , , +, , CovCFactor, , 15.75
, , CONTINUE, , , , , , , , , +, , CovDFactor, , 3.3075
, AdjustedRate, , , , , , , , , 19.0575, ←, , CostData.BaseRate, , 19.0575
, TermAmount, , , , , , , , , 19.06, ←, , CostData.BaseRate, , 19.0575
, , CONTINUE, , , , , , , , , R, , .01, , 19.06
Coverage C - Personal Property - Hurricane, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Hurricane (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Hurricane, , "(2, <<1,1>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Hurricane, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Hurricane, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Hurricane, , "(2, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Hurricane, , "(2, false) = 1"
, PolicySizeFactor, , , , , , , , , 1.3490000000, ←, , table:PolicySizeRelativity.Hurricane, , "(2, 50000.0000, Cov A) = 1.349"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hurricane, , "(2, null, <<20,20>>, <<2,2>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Hurricane, , "(2, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 0E-342, ←, , table:BaseRate.Hurricane, , "(2, Cov A) = 0"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Hurricane, , "(2, Cov A, 46544) = 0.985"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Hurricane, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Hurricane, , "(46544, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Hurricane, , "(2, Poultry, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Hurricane, , "(2, <<774,774>>, Cov A) = 0.901"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Hurricane, , "(2, 8, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hurricane, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Hurricane, , "(2, Cov A, Frame-Vinyl) = 0.97"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Hurricane, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Hurricane, , "(2, false, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Hurricane, , "(2, false, 1, <<2017,2017>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Hurricane, , "(2, Cov A, 1, null, <<0,0>>, true, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Hurricane, , "(2, null, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hurricane, , "(2, Cov A, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hurricane, , "(2, null, <<20,20>>, <<2,2>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Hurricane, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
